ParticipantID,StatementID,Rating
1,6,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 6. AI could provide alternate perspectives"
1,7,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 7. AI could perpetuate existing biases"
1,8,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 8. Minimizing bias and increasing performance and accuracy"
1,9,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 9. Ensuring accountability and oversight of AI"
1,10,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 10. Concerns with digital literacy and digital divide barriers"
1,11,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 11. Better detection (of moles, cancer lumps)"
1,12,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 12. Diversification of AI training data and sources"
1,13,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 13. Too much bureaucracy slowing progress"
1,14,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 14. Concerns with liability"
1,15,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 15. AI could decrease false positives"
1,16,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 16. Proactive preventative care"
1,17,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 17. Benefits in equitable access"
1,18,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 18. AI could free up time for pt care"
1,19,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 19. Developing a rigorous privacy and quality assurance framework"
1,20,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 20. AI could be misused"
1,21,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 21. Helps with generation of ideas can act as a sounding board"
1,22,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 22. Benefits with accessibility & communication (translating languages lay terms)"
1,23,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 23. AI allows access vast information very quickly to help diagnosis"
1,24,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 24. Benefits in early distress screening"
1,25,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 25. Establishing proper consent"
1,26,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 26. Concerns with job security"
1,27,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 27. Benefits with patient access to accurate information"
1,28,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 28. Concerns about personalizing care"
1,29,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 29. Data governance policies and regulations to enhance data quality and accountability"
1,30,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 30. Savings in time, can integrate different information and improve in treatment especially when there is less number of human specialist"
1,31,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 31. AI could remove human bias"
1,32,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 32. Regulation framework and a good understanding of the medico-legal implications"
1,33,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 33. AI could lead to excessive human delegation, assuming that that AI will take care of it!"
1,34,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 34. Knowledge repositing for learning and research"
1,35,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 35. AI could be of concern regarding its ongoing validation"
1,36,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 36. AI could be of concern to patient privacy"
1,37,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 37. Consultation recording and transcription"
1,38,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 38. Ensuring cybersecurity of AI tools"
1,39,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 39. Educating end-users about properly navigating AI"
1,40,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 40. Concerns with protection of personal health identifiers"
1,41,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 41. Facilitation of clinical research"
1,42,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 42. Improve access to services"
1,43,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 43. Ensuring accessibility and translation"
1,44,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 44. AI could help improve accuracy"
1,45,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 45. Embed research / quality improvement into all areas"
1,46,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 46. ""Garbage in, garbage out"" - data that the AI model is trained on must be good, clean, large and diverse"
1,47,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 47. Concerns with attrition of skills in healthcare providers"
1,48,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 48. Preservation of human touch"
1,49,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 49. Loss of human connection/interactions"
1,50,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 50. Summarization of large amounts of text or data - increases digestability/highlighting key points"
1,51,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 51. Collate large databases"
1,52,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 52. AI could engender issues with trust"
1,53,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 53. Pooling large volume of data can improve accuracy of AI system and allow for more timely diagnosis and treatment recommendation"
1,54,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 54. Concerns with responsibility accountability of AI recommendations"
1,55,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 55. AI hallucinations"
1,56,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 56. Multidisciplinary collaboration and training in developing AI models"
1,57,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 57. 24/7 availability, AI doesn’t get tired or brain fog"
1,58,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 58. Noticing patterns and new things humans haven’t noticed"
1,59,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 59. Prediction/prognosis/treatment recommendations"
1,60,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 60. Concerns with standards for quality, accuracy, etc."
1,61,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 61. Concerns with power outages and down time procedures"
1,62,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 62. Increased opportunities for innovation"
1,63,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 63. Distress is nuanced and often detected in the unsaid of human communication and in a trusting therapeutic relationship"
1,64,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 64. Personalization of AI support tools for patients"
1,65,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 65. Concerns with difficulty to know older data for training and missing new breakthrough information"
1,66,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 66. Concerns with consent of patient"
1,67,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 67. Racism bias through research (history of medical research)"
1,68,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 68. Phased roll-out: Start with simple, ""low stakes"" tasks continue in stages"
1,69,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 69. Reduce admin burden"
1,70,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 70. Potential in navigation and directing to self-management resources"
1,71,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 71. Over reliance by physicians and reduced problem solving skills"
1,72,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 72. Ability to make text/conversation more digestable for patients (less technical)"
1,73,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 73. Ensuring clinical validation of AI tools"
1,74,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 74. Concerns with maintaining up to date information, sources and programming"
1,75,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 75. Data privacy concerns"
1,76,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 76. Triage diagnostic results for clinicians"
1,77,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 77. Concerns with going too far and can’t come back"
1,78,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 78. Control of data by corporations"
1,79,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 79. AI could help address the human health resources issue"
1,80,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 80. Faster assessments to inform decision-making"
1,81,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 81. Concerns with transparency"
1,82,"Statement Rating Task.

Please rate each statement for its relative feasibility* where: 1 = relatively unfeasible (compared with the rest of the statements) 2 = somewhat feasible 3 = moderately feasible 4 = very feasible 5 = extremely feasible (compared with the rest of the statements). Please disregard the numbering of statements.

(*): By feasibility we mean how easy it will be to implement a priority, actualize a benefit, or address a concern. - 82. AI could make mistakes"
